,district,month,year,domestic_visitors,foreign_visitors
59,Jangaon ,December,2017,16880,0
60,Jayashankar Bhoopalpally,January,2017,96560,85
61,Jayashankar Bhoopalpally,February,2017,96850,38
62,Jayashankar Bhoopalpally,March,2017,81400,35
63,Jayashankar Bhoopalpally,April,2017,90700,36
64,Jayashankar Bhoopalpally,May,2017,91150,40
65,Jayashankar Bhoopalpally,June,2017,93650,35
66,Jayashankar Bhoopalpally,July,2017,94700,42
67,Jayashankar Bhoopalpally,August,2017,118350,45
68,Jayashankar Bhoopalpally,September,2017,112600,56
69,Jayashankar Bhoopalpally,October,2017,115250,55
70,Jayashankar Bhoopalpally,November,2017,116800,58
71,Jayashankar Bhoopalpally,December,2017,723000,57
72,Jogulamba Gadwal ,January,2017,214887,20
73,Jogulamba Gadwal ,February,2017,481110,16
74,Jogulamba Gadwal ,March,2017,155013,32
75,Jogulamba Gadwal ,April,2017,131426,29
76,Jogulamba Gadwal ,May,2017,131426,31
77,Jogulamba Gadwal ,June,2017,160182,32
78,Jogulamba Gadwal ,July,2017,160182,34
79,Jogulamba Gadwal ,August,2017,131485,25
80,Jogulamba Gadwal ,September,2017,123733,42
81,Jogulamba Gadwal ,October,2017,152898,13
82,Jogulamba Gadwal ,November,2017,188170,21
83,Jogulamba Gadwal ,December,2017,214887,10
84,Kamareddy ,January,2017,58,0
85,Kamareddy ,February,2017,50,0
86,Kamareddy ,March,2017,41,0
87,Kamareddy ,April,2017,46,0
88,Kamareddy ,May,2017,60,0
89,Kamareddy ,June,2017,41,0
90,Kamareddy ,July,2017,41,0
91,Kamareddy ,August,2017,40,0
92,Kamareddy ,September,2017,41,0
93,Kamareddy ,October,2017,38,0
94,Kamareddy ,November,2017,43,0
95,Kamareddy ,December,2017,41,0
96,Karimnagar ,January,2017,14425,0
97,Karimnagar ,February,2017,10845,0
98,Karimnagar ,March,2017,9625,0
99,Karimnagar ,April,2017,8630,0
100,Karimnagar ,May,2017,8890,0
101,Karimnagar ,June,2017,10542,0
102,Karimnagar ,July,2017,12350,0
103,Karimnagar ,August,2017,10952,0
104,Karimnagar ,September,2017,7576,0
105,Karimnagar ,October,2017,8371,0
106,Karimnagar ,November,2017,8705,0
107,Karimnagar ,December,2017,13065,0
108,Khammam,January,2017,132528,0
109,Khammam,February,2017,115470,0
110,Khammam,March,2017,101878,0
111,Khammam,April,2017,135920,0
112,Khammam,May,2017,138799,0
113,Khammam,June,2017,138158,0
114,Khammam,July,2017,105102,0
115,Khammam,August,2017,129159,0
116,Khammam,September,2017,140821,0
117,Khammam,October,2017,155943,0
118,Khammam,November,2017,110800,0
119,Khammam,December,2017,137825,0
120,Komaram Bheem Asifabad,January,2017,2241,0
121,Komaram Bheem Asifabad,February,2017,2490,0
122,Komaram Bheem Asifabad,March,2017,2767,0
123,Komaram Bheem Asifabad,April,2017,3074,0
124,Komaram Bheem Asifabad,May,2017,3416,0
125,Komaram Bheem Asifabad,June,2017,3796,0
126,Komaram Bheem Asifabad,July,2017,3713,0
127,Komaram Bheem Asifabad,August,2017,3665,0
128,Komaram Bheem Asifabad,September,2017,3934,0
129,Komaram Bheem Asifabad,October,2017,14050,0
130,Komaram Bheem Asifabad,November,2017,3627,0
131,Komaram Bheem Asifabad,December,2017,4218,0
132,Mahabubabad ,January,2017,13260,0
133,Mahabubabad ,February,2017,13045,0
134,Mahabubabad ,March,2017,9100,0
135,Mahabubabad ,April,2017,9140,0
136,Mahabubabad ,May,2017,10220,0
137,Mahabubabad ,June,2017,10130,0
138,Mahabubabad ,July,2017,10170,0
139,Mahabubabad ,August,2017,12520,0
140,Mahabubabad ,September,2017,13140,0
141,Mahabubabad ,October,2017,13750,0
142,Mahabubabad ,November,2017,13560,0
143,Mahabubabad ,December,2017,13780,0
144,Mahbubnagar,January,2017,446135,42
145,Mahbubnagar,February,2017,805392,39
146,Mahbubnagar,March,2017,178256,38
147,Mahbubnagar,April,2017,208694,39
148,Mahbubnagar,May,2017,214209,41
149,Mahbubnagar,June,2017,179210,43
150,Mahbubnagar,July,2017,179099,42
151,Mahbubnagar,August,2017,215229,44
152,Mahbubnagar,September,2017,180675,54
153,Mahbubnagar,October,2017,196103,47
154,Mahbubnagar,November,2017,259060,49
155,Mahbubnagar,December,2017,426167,42
156,Mancherial,January,2017,2937,0
157,Mancherial,February,2017,3130,0
158,Mancherial,March,2017,2775,0
159,Mancherial,April,2017,1513,0
160,Mancherial,May,2017,1424,0
161,Mancherial,June,2017,2119,0
162,Mancherial,July,2017,33591,0
163,Mancherial,August,2017,26104,0
164,Mancherial,September,2017,24297,0
165,Mancherial,October,2017,37671,0
166,Mancherial,November,2017,25737,0
167,Mancherial,December,2017,30328,0
168,Medak ,January,2017,523000,0
169,Medak ,February,2017,543321,0
170,Medak ,March,2017,548535,0
171,Medak ,April,2017,554864,0
172,Medak ,May,2017,556891,0
173,Medak ,June,2017,561469,0
174,Medak ,July,2017,575300,0
175,Medak ,August,2017,632830,0
176,Medak ,September,2017,696113,0
177,Medak ,October,2017,765724,0
178,Medak ,November,2017,842296,0
179,Medak ,December,2017,926526,0
180,Medchal ,January,2017,0,0
181,Medchal ,February,2017,0,0
182,Medchal ,March,2017,0,0
183,Medchal ,April,2017,0,0
184,Medchal ,May,2017,0,0
185,Medchal ,June,2017,0,0
186,Medchal ,July,2017,0,0
187,Medchal ,August,2017,0,0
188,Medchal ,September,2017,0,0
189,Medchal ,October,2017,0,0
190,Medchal ,November,2017,0,0
191,Medchal ,December,2017,0,0
192,Nagarkurnool ,January,2017,382879,19
193,Nagarkurnool ,February,2017,286258,25
194,Nagarkurnool ,March,2017,184508,24
195,Nagarkurnool ,April,2017,183697,29
196,Nagarkurnool ,May,2017,183697,31
197,Nagarkurnool ,June,2017,180010,35
198,Nagarkurnool ,July,2017,180010,25
199,Nagarkurnool ,August,2017,181861,23
200,Nagarkurnool ,September,2017,118010,32
201,Nagarkurnool ,October,2017,201050,18
202,Nagarkurnool ,November,2017,188786,21
203,Nagarkurnool ,December,2017,382879,29
204,Nalgonda,January,2017,4447,0
205,Nalgonda,February,2017,8652,0
206,Nalgonda,March,2017,8054,0
207,Nalgonda,April,2017,44295,0
208,Nalgonda,May,2017,10750,0
209,Nalgonda,June,2017,37879,0
210,Nalgonda,July,2017,21361,0
211,Nalgonda,August,2017,9363,0
212,Nalgonda,September,2017,17465,0
213,Nalgonda,October,2017,36066,0
214,Nalgonda,November,2017,17687,0
215,Nalgonda,December,2017,25897,0
216,Nirmal,January,2017,340311,0
217,Nirmal,February,2017,415326,0
218,Nirmal,March,2017,442057,0
219,Nirmal,April,2017,274132,0
220,Nirmal,May,2017,297233,0
221,Nirmal,June,2017,340359,0
222,Nirmal,July,2017,328101,0
223,Nirmal,August,2017,340430,0
224,Nirmal,September,2017,528540,0
225,Nirmal,October,2017,388644,0
226,Nirmal,November,2017,369365,0
227,Nirmal,December,2017,340585,0
228,Nizamabad,January,2017,613,0
229,Nizamabad,February,2017,1752,0
230,Nizamabad,March,2017,660,0
231,Nizamabad,April,2017,1048,2
232,Nizamabad,May,2017,1341,0
233,Nizamabad,June,2017,2391,0
234,Nizamabad,July,2017,1520,0
235,Nizamabad,August,2017,1583,0
236,Nizamabad,September,2017,933,0
237,Nizamabad,October,2017,6644,0
238,Nizamabad,November,2017,1677,0
239,Nizamabad,December,2017,1787,0
240,Peddapalli,January,2017,1345,0
241,Peddapalli,February,2017,1378,0
242,Peddapalli,March,2017,965,0
243,Peddapalli,April,2017,750,0
244,Peddapalli,May,2017,640,0
245,Peddapalli,June,2017,885,0
246,Peddapalli,July,2017,1095,0
247,Peddapalli,August,2017,1385,0
248,Peddapalli,September,2017,1155,0
249,Peddapalli,October,2017,1595,0
250,Peddapalli,November,2017,1940,0
251,Peddapalli,December,2017,1765,0
252,Rajanna Sircilla ,January,2017,615842,0
253,Rajanna Sircilla ,February,2017,1255569,0
254,Rajanna Sircilla ,March,2017,1030441,0
255,Rajanna Sircilla ,April,2017,1146782,0
256,Rajanna Sircilla ,May,2017,1117228,0
257,Rajanna Sircilla ,June,2017,1113882,0
258,Rajanna Sircilla ,July,2017,462022,0
259,Rajanna Sircilla ,August,2017,1004410,0
260,Rajanna Sircilla ,September,2017,487060,0
261,Rajanna Sircilla ,October,2017,845620,0
262,Rajanna Sircilla ,November,2017,1191129,0
263,Rajanna Sircilla ,December,2017,1649362,0
264,Ranga Reddy,January,2017,0,0
265,Ranga Reddy,February,2017,0,0
266,Ranga Reddy,March,2017,0,0
267,Ranga Reddy,April,2017,0,0
268,Ranga Reddy,May,2017,0,0
269,Ranga Reddy,June,2017,0,0
270,Ranga Reddy,July,2017,0,0
271,Ranga Reddy,August,2017,0,0
272,Ranga Reddy,September,2017,0,0
273,Ranga Reddy,October,2017,0,0
274,Ranga Reddy,November,2017,0,0
275,Ranga Reddy,December,2017,0,0
276,Sangareddy ,January,2017,195000,0
277,Sangareddy ,February,2017,140000,0
278,Sangareddy ,March,2017,275000,0
279,Sangareddy ,April,2017,215000,0
280,Sangareddy ,May,2017,215000,0
281,Sangareddy ,June,2017,180000,0
282,Sangareddy ,July,2017,195000,0
283,Sangareddy ,August,2017,295000,0
284,Sangareddy ,September,2017,200000,0
285,Sangareddy ,October,2017,232000,0
286,Sangareddy ,November,2017,324500,0
287,Sangareddy ,December,2017,356950,0
288,Siddipet,January,2017,80500,0
289,Siddipet,February,2017,80500,0
290,Siddipet,March,2017,80500,0
291,Siddipet,April,2017,80500,0
292,Siddipet,May,2017,80500,0
293,Siddipet,June,2017,60000,0
294,Siddipet,July,2017,88550,0
295,Siddipet,August,2017,97405,0
296,Siddipet,September,2017,107146,0
297,Siddipet,October,2017,117861,0
298,Siddipet,November,2017,129647,0
299,Siddipet,December,2017,142612,0
300,Suryapet,January,2017,0,0
301,Suryapet,February,2017,0,0
302,Suryapet,March,2017,0,0
303,Suryapet,April,2017,0,0
304,Suryapet,May,2017,0,0
305,Suryapet,June,2017,0,0
306,Suryapet,July,2017,0,0
307,Suryapet,August,2017,0,0
308,Suryapet,September,2017,0,0
309,Suryapet,October,2017,0,0
310,Suryapet,November,2017,0,0
311,Suryapet,December,2017,0,0
312,Vikarabad,January,2017,0,0
313,Vikarabad,February,2017,0,0
314,Vikarabad,March,2017,0,0
315,Vikarabad,April,2017,0,0
316,Vikarabad,May,2017,0,0
317,Vikarabad,June,2017,0,0
318,Vikarabad,July,2017,0,0
319,Vikarabad,August,2017,0,0
320,Vikarabad,September,2017,0,0
321,Vikarabad,October,2017,0,0
322,Vikarabad,November,2017,0,0
323,Vikarabad,December,2017,0,0
324,Wanaparthy ,January,2017,22152,0
325,Wanaparthy ,February,2017,22342,0
326,Wanaparthy ,March,2017,20050,0
327,Wanaparthy ,April,2017,11502,0
328,Wanaparthy ,May,2017,11502,0
329,Wanaparthy ,June,2017,19092,0
330,Wanaparthy ,July,2017,19092,0
331,Wanaparthy ,August,2017,21375,0
332,Wanaparthy ,September,2017,35860,0
333,Wanaparthy ,October,2017,21234,0
334,Wanaparthy ,November,2017,18348,0
335,Wanaparthy ,December,2017,22152,0
336,Warangal (Rural),January,2017,8000,35
337,Warangal (Rural),February,2017,8300,25
338,Warangal (Rural),March,2017,7800,17
339,Warangal (Rural),April,2017,7600,19
340,Warangal (Rural),May,2017,8500,21
341,Warangal (Rural),June,2017,9000,24
342,Warangal (Rural),July,2017,13600,25
343,Warangal (Rural),August,2017,13650,28
344,Warangal (Rural),September,2017,13800,26
345,Warangal (Rural),October,2017,16500,25
346,Warangal (Rural),November,2017,16300,29
347,Warangal (Rural),December,2017,21200,32
348,Warangal (Urban),January,2017,130608,235
349,Warangal (Urban),February,2017,126608,242
350,Warangal (Urban),March,2017,118298,238
351,Warangal (Urban),April,2017,107133,209
352,Warangal (Urban),May,2017,109915,211
353,Warangal (Urban),June,2017,111530,194
354,Warangal (Urban),July,2017,116545,116
355,Warangal (Urban),August,2017,116810,219
356,Warangal (Urban),September,2017,117150,225
357,Warangal (Urban),October,2017,119255,236
358,Warangal (Urban),November,2017,119360,255
359,Warangal (Urban),December,2017,126790,250
360,Yadadri Bhongir,January,2017,678000,0
361,Yadadri Bhongir,February,2017,540500,0
362,Yadadri Bhongir,March,2017,525588,0
363,Yadadri Bhongir,April,2017,570000,0
364,Yadadri Bhongir,May,2017,458700,0
365,Yadadri Bhongir,June,2017,685880,0
366,Yadadri Bhongir,July,2017,481240,0
367,Yadadri Bhongir,August,2017,680720,0
368,Yadadri Bhongir,September,2017,678925,0
369,Yadadri Bhongir,October,2017,683500,0
370,Yadadri Bhongir,November,2017,537600,0
371,Yadadri Bhongir,December,2017,481075,0
