,district,month,year,domestic_visitors,foreign_visitors
955,Nalgonda,August,2018,10135,0
956,Nalgonda,September,2018,21365,0
957,Nalgonda,October,2018,22332,0
958,Nalgonda,November,2018,5422,0
959,Nalgonda,December,2018,6777,0
960,Nirmal,January,2018,480241,0
961,Nirmal,February,2018,335447,0
962,Nirmal,March,2018,328099,0
963,Nirmal,April,2018,368645,0
964,Nirmal,May,2018,342650,0
965,Nirmal,June,2018,355197,0
966,Nirmal,July,2018,335356,0
967,Nirmal,August,2018,313910,2
968,Nirmal,September,2018,293859,0
969,Nirmal,October,2018,373291,0
970,Nirmal,November,2018,289169,0
971,Nirmal,December,2018,361461,0
972,Nizamabad,January,2018,2495,1
973,Nizamabad,February,2018,7152,0
974,Nizamabad,March,2018,2903,0
975,Nizamabad,April,2018,3550,0
976,Nizamabad,May,2018,5360,0
977,Nizamabad,June,2018,1761,0
978,Nizamabad,July,2018,5882,1
979,Nizamabad,August,2018,10525,0
980,Nizamabad,September,2018,475,0
981,Nizamabad,October,2018,490,0
982,Nizamabad,November,2018,475,0
983,Nizamabad,December,2018,355,0
984,Peddapalli,January,2018,2670,0
985,Peddapalli,February,2018,2695,0
986,Peddapalli,March,2018,2325,0
987,Peddapalli,April,2018,1940,0
988,Peddapalli,May,2018,1499,0
989,Peddapalli,June,2018,1580,0
990,Peddapalli,July,2018,1580,0
991,Peddapalli,August,2018,1595,0
992,Peddapalli,September,2018,1475,0
993,Peddapalli,October,2018,1545,0
994,Peddapalli,November,2018,1655,0
995,Peddapalli,December,2018,1695,0
996,Rajanna Sircilla,January,2018,2238074,0
997,Rajanna Sircilla,February,2018,1021787,0
998,Rajanna Sircilla,March,2018,1022669,0
999,Rajanna Sircilla,April,2018,833874,0
1000,Rajanna Sircilla,May,2018,1021952,0
1001,Rajanna Sircilla,June,2018,320886,0
1002,Rajanna Sircilla,July,2018,937720,0
1003,Rajanna Sircilla,August,2018,320952,0
1004,Rajanna Sircilla,September,2018,818693,0
1005,Rajanna Sircilla,October,2018,506563,0
1006,Rajanna Sircilla,November,2018,840933,0
1007,Rajanna Sircilla,December,2018,950128,0
1008,Ranga Reddy,January,2018,0,0
1009,Ranga Reddy,February,2018,0,0
1010,Ranga Reddy,March,2018,0,0
1011,Ranga Reddy,April,2018,0,0
1012,Ranga Reddy,May,2018,0,0
1013,Ranga Reddy,June,2018,0,0
1014,Ranga Reddy,July,2018,0,0
1015,Ranga Reddy,August,2018,0,0
1016,Ranga Reddy,September,2018,0,0
1017,Ranga Reddy,October,2018,0,0
1018,Ranga Reddy,November,2018,0,0
1019,Ranga Reddy,December,2018,0,0
1020,Sangareddy,January,2018,254000,0
1021,Sangareddy,February,2018,540000,0
1022,Sangareddy,March,2018,158500,0
1023,Sangareddy,April,2018,162500,0
1024,Sangareddy,May,2018,157000,0
1025,Sangareddy,June,2018,93500,0
1026,Sangareddy,July,2018,108600,0
1027,Sangareddy,August,2018,205000,0
1028,Sangareddy,September,2018,125000,0
1029,Sangareddy,October,2018,171800,0
1030,Sangareddy,November,2018,160000,0
1031,Sangareddy,December,2018,134000,0
1032,Siddipet,January,2018,253000,0
1033,Siddipet,February,2018,44000,0
1034,Siddipet,March,2018,164800,0
1035,Siddipet,April,2018,115000,0
1036,Siddipet,May,2018,165200,0
1037,Siddipet,June,2018,104300,0
1038,Siddipet,July,2018,54000,0
1039,Siddipet,August,2018,100000,0
1040,Siddipet,September,2018,55000,0
1041,Siddipet,October,2018,43000,0
1042,Siddipet,November,2018,135000,0
1043,Siddipet,December,2018,50000,0
1044,Suryapet,January,2018,0,0
1045,Suryapet,February,2018,0,0
1046,Suryapet,March,2018,0,0
1047,Suryapet,April,2018,0,0
1048,Suryapet,May,2018,0,0
1049,Suryapet,June,2018,0,0
1050,Suryapet,July,2018,0,0
1051,Suryapet,August,2018,0,0
1052,Suryapet,September,2018,0,0
1053,Suryapet,October,2018,0,0
1054,Suryapet,November,2018,0,0
1055,Suryapet,December,2018,0,0
1056,Vikarabad,January,2018,0,0
1057,Vikarabad,February,2018,0,0
1058,Vikarabad,March,2018,0,0
1059,Vikarabad,April,2018,0,0
1060,Vikarabad,May,2018,0,0
1061,Vikarabad,June,2018,0,0
1062,Vikarabad,July,2018,0,0
1063,Vikarabad,August,2018,0,0
1064,Vikarabad,September,2018,0,0
1065,Vikarabad,October,2018,0,0
1066,Vikarabad,November,2018,0,0
1067,Vikarabad,December,2018,0,0
1068,Wanaparthy,January,2018,28131,0
1069,Wanaparthy,February,2018,22341,0
1070,Wanaparthy,March,2018,20050,0
1071,Wanaparthy,April,2018,10550,0
1072,Wanaparthy,May,2018,11502,0
1073,Wanaparthy,June,2018,19092,0
1074,Wanaparthy,July,2018,32625,0
1075,Wanaparthy,August,2018,35860,0
1076,Wanaparthy,September,2018,32002,0
1077,Wanaparthy,October,2018,21234,0
1078,Wanaparthy,November,2018,32657,0
1079,Wanaparthy,December,2018,20556,0
1080,Warangal (Rural),January,2018,25200,0
1081,Warangal (Rural),February,2018,26300,0
1082,Warangal (Rural),March,2018,26200,0
1083,Warangal (Rural),April,2018,21600,0
1084,Warangal (Rural),May,2018,22100,0
1085,Warangal (Rural),June,2018,23100,0
1086,Warangal (Rural),July,2018,25900,0
1087,Warangal (Rural),August,2018,25700,0
1088,Warangal (Rural),September,2018,25800,0
1089,Warangal (Rural),October,2018,26000,0
1090,Warangal (Rural),November,2018,24050,0
1091,Warangal (Rural),December,2018,30062,0
1092,Warangal (Urban),January,2018,137530,150
1093,Warangal (Urban),February,2018,145750,185
1094,Warangal (Urban),March,2018,140300,160
1095,Warangal (Urban),April,2018,142510,150
1096,Warangal (Urban),May,2018,143425,140
1097,Warangal (Urban),June,2018,135615,130
1098,Warangal (Urban),July,2018,136560,130
1099,Warangal (Urban),August,2018,136760,135
1100,Warangal (Urban),September,2018,138780,145
1101,Warangal (Urban),October,2018,140948,160
1102,Warangal (Urban),November,2018,144515,170
1103,Warangal (Urban),December,2018,180643,187
1104,Yadadri Bhongir,January,2018,2016000,0
1105,Yadadri Bhongir,February,2018,3073872,0
1106,Yadadri Bhongir,March,2018,2836580,0
1107,Yadadri Bhongir,April,2018,692370,0
1108,Yadadri Bhongir,May,2018,781842,0
1109,Yadadri Bhongir,June,2018,577570,0
1110,Yadadri Bhongir,July,2018,671156,0
1111,Yadadri Bhongir,August,2018,526445,0
1112,Yadadri Bhongir,September,2018,819350,0
1113,Yadadri Bhongir,October,2018,586475,0
1114,Yadadri Bhongir,November,2018,485208,0
1115,Yadadri Bhongir,December,2018,606510,0
1116,Adilabad,January,2019,25071,0
1117,Adilabad,February,2019,406177,2
1118,Adilabad,March,2019,14347,0
1119,Adilabad,April,2019,9972,0
1120,Adilabad,May,2019,6997,0
1121,Adilabad,June,2019,9161,0
1122,Adilabad,July,2019,11791,0
1123,Adilabad,August,2019,108173,2
1124,Adilabad,September,2019,37589,0
1125,Adilabad,October,2019,38184,0
1126,Adilabad,November,2019,70344,2
1127,Adilabad,December,2019,38089,0
1128,Bhadradri Kothagudem,January,2019,283365,0
1129,Bhadradri Kothagudem,February,2019,229159,0
1130,Bhadradri Kothagudem,March,2019,225448,0
1131,Bhadradri Kothagudem,April,2019,349585,0
1132,Bhadradri Kothagudem,May,2019,275800,0
1133,Bhadradri Kothagudem,June,2019,9761776,0
1134,Bhadradri Kothagudem,July,2019,233338,0
1135,Bhadradri Kothagudem,August,2019,271941,0
1136,Bhadradri Kothagudem,September,2019,314199,0
1137,Bhadradri Kothagudem,October,2019,287432,0
1138,Bhadradri Kothagudem,November,2019,298366,0
1139,Bhadradri Kothagudem,December,2019,287328,0
1140,Hyderabad,January,2019,1426500,35920
1141,Hyderabad,February,2019,983147,25621
1142,Hyderabad,March,2019,1009991,21929
1143,Hyderabad,April,2019,1045933,18267
1144,Hyderabad,May,2019,1305748,17317
1145,Hyderabad,June,2019,1262995,20077
1146,Hyderabad,July,2019,1094861,27874
1147,Hyderabad,August,2019,1121380,22725
1148,Hyderabad,September,2019,959930,34018
1149,Hyderabad,October,2019,1240643,28706
1150,Hyderabad,November,2019,1073665,32762
1151,Hyderabad,December,2019,1277569,34084
1152,Jagtial,January,2019,211913,0
1153,Jagtial,February,2019,215105,0
1154,Jagtial,March,2019,194090,0
1155,Jagtial,April,2019,447226,0
1156,Jagtial,May,2019,500206,0
1157,Jagtial,June,2019,235363,0
1158,Jagtial,July,2019,157419,0
1159,Jagtial,August,2019,151570,0
1160,Jagtial,September,2019,157564,0
1161,Jagtial,October,2019,165070,0
1162,Jagtial,November,2019,277630,0
1163,Jagtial,December,2019,372959,0
1164,Jangaon,January,2019,28750,0
1165,Jangaon,February,2019,28810,0
1166,Jangaon,March,2019,27300,0
1167,Jangaon,April,2019,26160,0
1168,Jangaon,May,2019,26740,0
1169,Jangaon,June,2019,25820,0
1170,Jangaon,July,2019,24160,0
1171,Jangaon,August,2019,27800,0
1172,Jangaon,September,2019,28640,0
1173,Jangaon,October,2019,27840,0
1174,Jangaon,November,2019,28410,0
1175,Jangaon,December,2019,28460,0
1176,Jayashankar Bhoopalpally,January,2019,197430,45
1177,Jayashankar Bhoopalpally,February,2019,33500,0
1178,Jayashankar Bhoopalpally,March,2019,37500,0
1179,Jayashankar Bhoopalpally,April,2019,38500,0
1180,Jayashankar Bhoopalpally,May,2019,30800,0
1181,Jayashankar Bhoopalpally,June,2019,40500,0
1182,Jayashankar Bhoopalpally,July,2019,45500,0
1183,Jayashankar Bhoopalpally,August,2019,45000,0
1184,Jayashankar Bhoopalpally,September,2019,50500,0
1185,Jayashankar Bhoopalpally,October,2019,46000,0
1186,Jayashankar Bhoopalpally,November,2019,51500,0
1187,Jayashankar Bhoopalpally,December,2019,45800,0
1188,Jogulamba Gadwal,January,2019,146441,36
1189,Jogulamba Gadwal,February,2019,481110,6
1190,Jogulamba Gadwal,March,2019,155013,22
1191,Jogulamba Gadwal,April,2019,82334,16
1192,Jogulamba Gadwal,May,2019,154609,20
1193,Jogulamba Gadwal,June,2019,155013,22
1194,Jogulamba Gadwal,July,2019,114951,37
1195,Jogulamba Gadwal,August,2019,123733,42
1196,Jogulamba Gadwal,September,2019,131485,25
1197,Jogulamba Gadwal,October,2019,152898,13
1198,Jogulamba Gadwal,November,2019,128075,45
1199,Jogulamba Gadwal,December,2019,182333,11
1200,Kamareddy,January,2019,42,0
1201,Kamareddy,February,2019,41,0
1202,Kamareddy,March,2019,45,0
1203,Kamareddy,April,2019,41,0
1204,Kamareddy,May,2019,46,0
1205,Kamareddy,June,2019,41,0
1206,Kamareddy,July,2019,50,0
1207,Kamareddy,August,2019,50,0
1208,Kamareddy,September,2019,41,0
1209,Kamareddy,October,2019,46,0
1210,Kamareddy,November,2019,46,0
1211,Kamareddy,December,2019,45,0
1212,Karimnagar,January,2019,10285,0
1213,Karimnagar,February,2019,6480,0
1214,Karimnagar,March,2019,6634,0
1215,Karimnagar,April,2019,5623,0
1216,Karimnagar,May,2019,3393,0
1217,Karimnagar,June,2019,3871,0
1218,Karimnagar,July,2019,5192,0
1219,Karimnagar,August,2019,5480,0
1220,Karimnagar,September,2019,8735,0
1221,Karimnagar,October,2019,6799,0
1222,Karimnagar,November,2019,7101,0
1223,Karimnagar,December,2019,7898,0
1224,Khammam,January,2019,123550,0
1225,Khammam,February,2019,98471,0
1226,Khammam,March,2019,91340,0
1227,Khammam,April,2019,135920,0
1228,Khammam,May,2019,130971,0
1229,Khammam,June,2019,127270,0
1230,Khammam,July,2019,103260,0
1231,Khammam,August,2019,111374,0
1232,Khammam,September,2019,133754,0
1233,Khammam,October,2019,128625,0
1234,Khammam,November,2019,104380,0
1235,Khammam,December,2019,124525,0
1236,Komaram Bheem Asifabad,January,2019,2476,0
1237,Komaram Bheem Asifabad,February,2019,1449,0
1238,Komaram Bheem Asifabad,March,2019,1212,0
1239,Komaram Bheem Asifabad,April,2019,663,0
1240,Komaram Bheem Asifabad,May,2019,493,0
1241,Komaram Bheem Asifabad,June,2019,506,0
1242,Komaram Bheem Asifabad,July,2019,1287,0
1243,Komaram Bheem Asifabad,August,2019,2572,0
1244,Komaram Bheem Asifabad,September,2019,1629,0
1245,Komaram Bheem Asifabad,October,2019,1943,0
1246,Komaram Bheem Asifabad,November,2019,2176,0
1247,Komaram Bheem Asifabad,December,2019,2783,0
1248,Mahabubabad,January,2019,13480,0
1249,Mahabubabad,February,2019,13545,0
1250,Mahabubabad,March,2019,13490,0
1251,Mahabubabad,April,2019,12980,0
1252,Mahabubabad,May,2019,11970,0
1253,Mahabubabad,June,2019,11460,0
1254,Mahabubabad,July,2019,13470,0
1255,Mahabubabad,August,2019,12190,0
1256,Mahabubabad,September,2019,13210,0
1257,Mahabubabad,October,2019,12260,0
1258,Mahabubabad,November,2019,12470,0
1259,Mahabubabad,December,2019,12360,0
1260,Mahbubnagar,January,2019,168082,45
1261,Mahbubnagar,February,2019,798949,29
1262,Mahbubnagar,March,2019,173658,28
1263,Mahbubnagar,April,2019,183268,34
1264,Mahbubnagar,May,2019,175202,20
1265,Mahbubnagar,June,2019,175853,28
1266,Mahbubnagar,July,2019,100398,47
1267,Mahbubnagar,August,2019,104787,44
1268,Mahbubnagar,September,2019,141387,34
1269,Mahbubnagar,October,2019,130227,37
1270,Mahbubnagar,November,2019,234066,68
1271,Mahbubnagar,December,2019,148938,26
1272,Mancherial,January,2019,18420,0
1273,Mancherial,February,2019,26325,0
1274,Mancherial,March,2019,16253,0
1275,Mancherial,April,2019,23026,0
1276,Mancherial,May,2019,26616,0
1277,Mancherial,June,2019,24593,0
1278,Mancherial,July,2019,22303,0
1279,Mancherial,August,2019,21191,0
1280,Mancherial,September,2019,24079,0
1281,Mancherial,October,2019,20867,0
1282,Mancherial,November,2019,29302,10
1283,Mancherial,December,2019,16835,0
1284,Medak,January,2019,400000,0
1285,Medak,February,2019,600000,0
1286,Medak,March,2019,1000000,0
1287,Medak,April,2019,650000,0
1288,Medak,May,2019,400000,0
1289,Medak,June,2019,300000,0
1290,Medak,July,2019,350000,0
1291,Medak,August,2019,349900,0
1292,Medak,September,2019,350400,0
1293,Medak,October,2019,350000,0
1294,Medak,November,2019,351560,0
1295,Medak,December,2019,350710,0
1296,Medchal,January,2019,0,0
1297,Medchal,February,2019,0,0
1298,Medchal,March,2019,0,0
1299,Medchal,April,2019,0,0
1300,Medchal,May,2019,0,0
1301,Medchal,June,2019,0,0
1302,Medchal,July,2019,0,0
1303,Medchal,August,2019,0,0
1304,Medchal,September,2019,0,0
1305,Medchal,October,2019,0,0
1306,Medchal,November,2019,0,0
1307,Medchal,December,2019,0,0
1308,Mulugu,January,2019,0,0
1309,Mulugu,February,2019,159640,45
1310,Mulugu,March,2019,156610,40
1311,Mulugu,April,2019,152570,40
1312,Mulugu,May,2019,154550,40
1313,Mulugu,June,2019,163480,50
1314,Mulugu,July,2019,167700,55
1315,Mulugu,August,2019,171050,50
1316,Mulugu,September,2019,172900,60
1317,Mulugu,October,2019,172500,60
1318,Mulugu,November,2019,173700,70
1319,Mulugu,December,2019,175100,65
1320,Nagarkurnool,January,2019,228812,35
1321,Nagarkurnool,February,2019,286258,15
1322,Nagarkurnool,March,2019,184508,14
1323,Nagarkurnool,April,2019,121460,18
1324,Nagarkurnool,May,2019,184372,14
1325,Nagarkurnool,June,2019,184508,14
1326,Nagarkurnool,July,2019,93450,17
1327,Nagarkurnool,August,2019,118010,22
1328,Nagarkurnool,September,2019,175712,7
1329,Nagarkurnool,October,2019,196160,3
1330,Nagarkurnool,November,2019,121425,30
1331,Nagarkurnool,December,2019,198637,10
1332,Nalgonda,January,2019,21284,0
1333,Nalgonda,February,2019,13697,0
1334,Nalgonda,March,2019,8467,0
1335,Nalgonda,April,2019,7202,0
1336,Nalgonda,May,2019,26338,0
1337,Nalgonda,June,2019,5558,0
1338,Nalgonda,July,2019,19783,0
1339,Nalgonda,August,2019,7473,0
1340,Nalgonda,September,2019,5230,0
1341,Nalgonda,October,2019,5290,0
1342,Nalgonda,November,2019,7177,0
1343,Nalgonda,December,2019,13419,0
1344,Narayanpet,January,2019,0,0
1345,Narayanpet,February,2019,0,0
1346,Narayanpet,March,2019,0,0
1347,Narayanpet,April,2019,0,0
1348,Narayanpet,May,2019,0,0
1349,Narayanpet,June,2019,0,0
1350,Narayanpet,July,2019,68842,0
1351,Narayanpet,August,2019,72249,0
1352,Narayanpet,September,2019,62841,0
1353,Narayanpet,October,2019,58213,0
1354,Narayanpet,November,2019,62750,0
1355,Narayanpet,December,2019,64355,5
1356,Nirmal,January,2019,313675,0
1357,Nirmal,February,2019,443898,0
1358,Nirmal,March,2019,424964,0
1359,Nirmal,April,2019,327971,0
1360,Nirmal,May,2019,149705,0
1361,Nirmal,June,2019,349747,0
1362,Nirmal,July,2019,359495,0
1363,Nirmal,August,2019,334646,0
1364,Nirmal,September,2019,299827,0
1365,Nirmal,October,2019,263412,0
1366,Nirmal,November,2019,253388,0
1367,Nirmal,December,2019,296050,0
1368,Nizamabad,January,2019,878,0
1369,Nizamabad,February,2019,915,1
1370,Nizamabad,March,2019,938,0
1371,Nizamabad,April,2019,958,0
1372,Nizamabad,May,2019,1193,0
1373,Nizamabad,June,2019,686,0
1374,Nizamabad,July,2019,990,0
1375,Nizamabad,August,2019,1004,0
1376,Nizamabad,September,2019,6572,0
1377,Nizamabad,October,2019,8849,0
1378,Nizamabad,November,2019,11950,0
1379,Nizamabad,December,2019,11400,0
1380,Peddapalli,January,2019,1055,0
1381,Peddapalli,February,2019,1157,0
1382,Peddapalli,March,2019,895,0
1383,Peddapalli,April,2019,942,0
1384,Peddapalli,May,2019,802,0
1385,Peddapalli,June,2019,735,0
1386,Peddapalli,July,2019,1085,0
1387,Peddapalli,August,2019,1505,0
1388,Peddapalli,September,2019,1785,0
1389,Peddapalli,October,2019,2080,0
1390,Peddapalli,November,2019,2225,0
1391,Peddapalli,December,2019,2315,0
1392,Rajanna Sircilla,January,2019,6188298,0
1393,Rajanna Sircilla,February,2019,1015550,0
1394,Rajanna Sircilla,March,2019,1444971,0
1395,Rajanna Sircilla,April,2019,1148062,0
1396,Rajanna Sircilla,May,2019,1018131,0
1397,Rajanna Sircilla,June,2019,1128849,0
1398,Rajanna Sircilla,July,2019,422961,0
1399,Rajanna Sircilla,August,2019,586118,0
1400,Rajanna Sircilla,September,2019,501293,0
1401,Rajanna Sircilla,October,2019,646492,0
1402,Rajanna Sircilla,November,2019,1259371,0
1403,Rajanna Sircilla,December,2019,1472801,0
1404,Ranga Reddy,January,2019,0,0
1405,Ranga Reddy,February,2019,0,0
1406,Ranga Reddy,March,2019,0,0
1407,Ranga Reddy,April,2019,0,0
1408,Ranga Reddy,May,2019,0,0
1409,Ranga Reddy,June,2019,0,0
1410,Ranga Reddy,July,2019,0,0
1411,Ranga Reddy,August,2019,0,0
1412,Ranga Reddy,September,2019,0,0
1413,Ranga Reddy,October,2019,0,0
1414,Ranga Reddy,November,2019,0,0
1415,Ranga Reddy,December,2019,0,0
1416,Sangareddy,January,2019,144000,0
1417,Sangareddy,February,2019,148000,0
1418,Sangareddy,March,2019,747000,0
1419,Sangareddy,April,2019,205000,0
1420,Sangareddy,May,2019,133000,0
1421,Sangareddy,June,2019,347000,0
1422,Sangareddy,July,2019,467000,0
1423,Sangareddy,August,2019,466150,0
1424,Sangareddy,September,2019,468350,0
1425,Sangareddy,October,2019,467470,0
1426,Sangareddy,November,2019,481720,0
1427,Sangareddy,December,2019,478470,0
1428,Siddipet,January,2019,140793,0
1429,Siddipet,February,2019,199549,0
1430,Siddipet,March,2019,204600,0
1431,Siddipet,April,2019,184412,0
1432,Siddipet,May,2019,110500,0
1433,Siddipet,June,2019,1037000,0
1434,Siddipet,July,2019,179320,0
1435,Siddipet,August,2019,190750,0
1436,Siddipet,September,2019,122550,0
1437,Siddipet,October,2019,191330,0
1438,Siddipet,November,2019,209130,0
1439,Siddipet,December,2019,217930,0
1440,Suryapet,January,2019,0,0
1441,Suryapet,February,2019,0,0
1442,Suryapet,March,2019,0,0
1443,Suryapet,April,2019,0,0
1444,Suryapet,May,2019,0,0
1445,Suryapet,June,2019,0,0
1446,Suryapet,July,2019,0,0
1447,Suryapet,August,2019,0,0
1448,Suryapet,September,2019,0,0
1449,Suryapet,October,2019,0,0
1450,Suryapet,November,2019,0,0
1451,Suryapet,December,2019,0,0
1452,Vikarabad,January,2019,0,0
1453,Vikarabad,February,2019,0,0
1454,Vikarabad,March,2019,0,0
1455,Vikarabad,April,2019,0,0
1456,Vikarabad,May,2019,0,0
1457,Vikarabad,June,2019,0,0
1458,Vikarabad,July,2019,0,0
1459,Vikarabad,August,2019,0,0
1460,Vikarabad,September,2019,0,0
1461,Vikarabad,October,2019,0,0
1462,Vikarabad,November,2019,0,0
1463,Vikarabad,December,2019,0,0
1464,Wanaparthy,January,2019,28131,0
1465,Wanaparthy,February,2019,22342,0
1466,Wanaparthy,March,2019,20050,0
1467,Wanaparthy,April,2019,23749,0
1468,Wanaparthy,May,2019,20010,0
1469,Wanaparthy,June,2019,20050,0
1470,Wanaparthy,July,2019,32625,0
1471,Wanaparthy,August,2019,35860,0
1472,Wanaparthy,September,2019,21375,0
1473,Wanaparthy,October,2019,21234,0
1474,Wanaparthy,November,2019,32657,0
1475,Wanaparthy,December,2019,20556,0
1476,Warangal (Rural),January,2019,28700,0
1477,Warangal (Rural),February,2019,28800,0
1478,Warangal (Rural),March,2019,29000,0
1479,Warangal (Rural),April,2019,26900,0
1480,Warangal (Rural),May,2019,24900,0
1481,Warangal (Rural),June,2019,27100,0
1482,Warangal (Rural),July,2019,28600,0
1483,Warangal (Rural),August,2019,31600,0
1484,Warangal (Rural),September,2019,32600,0
1485,Warangal (Rural),October,2019,31100,0
1486,Warangal (Rural),November,2019,32150,0
1487,Warangal (Rural),December,2019,32050,0
1488,Warangal (Urban),January,2019,151545,175
1489,Warangal (Urban),February,2019,157755,200
1490,Warangal (Urban),March,2019,154305,200
1491,Warangal (Urban),April,2019,150425,190
1492,Warangal (Urban),May,2019,143230,175
1493,Warangal (Urban),June,2019,144400,195
1494,Warangal (Urban),July,2019,145440,185
1495,Warangal (Urban),August,2019,148030,230
1496,Warangal (Urban),September,2019,151070,240
1497,Warangal (Urban),October,2019,147450,220
1498,Warangal (Urban),November,2019,153880,230
1499,Warangal (Urban),December,2019,147700,210
1500,Yadadri Bhongir,January,2019,479293,0
1501,Yadadri Bhongir,February,2019,56525,0
1502,Yadadri Bhongir,March,2019,481923,0
1503,Yadadri Bhongir,April,2019,441150,0
1504,Yadadri Bhongir,May,2019,345790,0
1505,Yadadri Bhongir,June,2019,370566,0
1506,Yadadri Bhongir,July,2019,332770,0
1507,Yadadri Bhongir,August,2019,389010,0
1508,Yadadri Bhongir,September,2019,366862,0
1509,Yadadri Bhongir,October,2019,381860,0
1510,Yadadri Bhongir,November,2019,365990,0
1511,Yadadri Bhongir,December,2019,477635,0
1512,Adilabad,January,2020,621850,0
1513,Adilabad,February,2020,29421,0
1514,Adilabad,March,2020,9430,0
1515,Adilabad,April,2020,0,0
1516,Adilabad,May,2020,0,0
1517,Adilabad,June,2020,1909,0
1518,Adilabad,July,2020,549,0
1519,Adilabad,August,2020,654,0
1520,Adilabad,September,2020,3978,0
1521,Adilabad,October,2020,15128,0
1522,Adilabad,November,2020,27525,0
1523,Adilabad,December,2020,61403,0
1524,Bhadradri Kothagudem,January,2020,269310,0
1525,Bhadradri Kothagudem,February,2020,238140,0
1526,Bhadradri Kothagudem,March,2020,79871,0
1527,Bhadradri Kothagudem,April,2020,0,0
1528,Bhadradri Kothagudem,May,2020,0,0
1529,Bhadradri Kothagudem,June,2020,15399,0
1530,Bhadradri Kothagudem,July,2020,15130,0
1531,Bhadradri Kothagudem,August,2020,26350,0
1532,Bhadradri Kothagudem,September,2020,30957,0
1533,Bhadradri Kothagudem,October,2020,49203,0
1534,Bhadradri Kothagudem,November,2020,76900,0
1535,Bhadradri Kothagudem,December,2020,80842,0
1536,Hyderabad,January,2020,1157153,25174
1537,Hyderabad,February,2020,868641,16521
1538,Hyderabad,March,2020,321650,3724
1539,Hyderabad,April,2020,0,0
1540,Hyderabad,May,2020,0,0
1541,Hyderabad,June,2020,0,0
1542,Hyderabad,July,2020,0,0
1543,Hyderabad,August,2020,0,0
1544,Hyderabad,September,2020,21861,6
1545,Hyderabad,October,2020,167510,76
1546,Hyderabad,November,2020,272276,128
1547,Hyderabad,December,2020,442895,230
1548,Jagtial,January,2020,340174,0
1549,Jagtial,February,2020,186484,0
1550,Jagtial,March,2020,347014,0
1551,Jagtial,April,2020,0,0
1552,Jagtial,May,2020,0,0
1553,Jagtial,June,2020,14228,0
1554,Jagtial,July,2020,41752,0
1555,Jagtial,August,2020,34496,0
1556,Jagtial,September,2020,83012,0
1557,Jagtial,October,2020,83004,0
1558,Jagtial,November,2020,154438,0
1559,Jagtial,December,2020,155757,0
1560,Jangaon,January,2020,28150,0
1561,Jangaon,February,2020,26390,0
1562,Jangaon,March,2020,21430,0
1563,Jangaon,April,2020,0,0
1564,Jangaon,May,2020,0,0
1565,Jangaon,June,2020,0,0
1566,Jangaon,July,2020,2600,0
1567,Jangaon,August,2020,2750,0
1568,Jangaon,September,2020,2700,0
1569,Jangaon,October,2020,3050,0
1570,Jangaon,November,2020,12070,0
1571,Jangaon,December,2020,11860,0
1572,Jayashankar Bhoopalpally,January,2020,50500,0
1573,Jayashankar Bhoopalpally,February,2020,59000,0
1574,Jayashankar Bhoopalpally,March,2020,34200,0
1575,Jayashankar Bhoopalpally,April,2020,0,0
1576,Jayashankar Bhoopalpally,May,2020,0,0
1577,Jayashankar Bhoopalpally,June,2020,0,0
1578,Jayashankar Bhoopalpally,July,2020,5600,0
1579,Jayashankar Bhoopalpally,August,2020,7000,0
1580,Jayashankar Bhoopalpally,September,2020,7600,0
1581,Jayashankar Bhoopalpally,October,2020,8000,0
1582,Jayashankar Bhoopalpally,November,2020,15000,0
1583,Jayashankar Bhoopalpally,December,2020,15200,0
1584,Jogulamba Gadwal,January,2020,146441,36
1585,Jogulamba Gadwal,February,2020,481110,6
1586,Jogulamba Gadwal,March,2020,24013,0
1587,Jogulamba Gadwal,April,2020,0,0
1588,Jogulamba Gadwal,May,2020,0,0
1589,Jogulamba Gadwal,June,2020,26013,0
1590,Jogulamba Gadwal,July,2020,88182,0
1591,Jogulamba Gadwal,August,2020,106925,0
1592,Jogulamba Gadwal,September,2020,131485,0
1593,Jogulamba Gadwal,October,2020,116753,0
1594,Jogulamba Gadwal,November,2020,228325,0
1595,Jogulamba Gadwal,December,2020,184380,0
1596,Kamareddy,January,2020,45,0
1597,Kamareddy,February,2020,42,0
1598,Kamareddy,March,2020,30,0
1599,Kamareddy,April,2020,0,0
1600,Kamareddy,May,2020,0,0
1601,Kamareddy,June,2020,0,0
1602,Kamareddy,July,2020,38,0
1603,Kamareddy,August,2020,42,0
1604,Kamareddy,September,2020,55,0
1605,Kamareddy,October,2020,39,0
1606,Kamareddy,November,2020,46,0
1607,Kamareddy,December,2020,48,0
1608,Karimnagar,January,2020,12057,0
1609,Karimnagar,February,2020,8359,0
1610,Karimnagar,March,2020,6100,0
1611,Karimnagar,April,2020,0,0
1612,Karimnagar,May,2020,0,0
1613,Karimnagar,June,2020,540,0
1614,Karimnagar,July,2020,850,0
1615,Karimnagar,August,2020,2500,0
1616,Karimnagar,September,2020,2250,0
1617,Karimnagar,October,2020,3258,0
1618,Karimnagar,November,2020,4100,0
1619,Karimnagar,December,2020,4200,0
1620,Khammam,January,2020,114752,0
1621,Khammam,February,2020,114417,0
1622,Khammam,March,2020,57137,0
1623,Khammam,April,2020,0,0
1624,Khammam,May,2020,0,0
1625,Khammam,June,2020,12806,0
1626,Khammam,July,2020,9104,0
